state,year,metric,value
Alabama,2008,farm_kha,0.14771085026041
Alabama,2008,farm_knumber,0.004
Alabama,2008,farm_msales,0.614
Alaska,2008,farm_kha,0.130713985298938
Alaska,2008,farm_knumber,0.006
Alaska,2008,farm_msales,0.57574606
Arizona,2008,farm_kha,8.32279820946739
Arizona,2008,farm_knumber,0.038
Arizona,2008,farm_msales,51.33352276
Arkansas,2008,farm_kha,2.53374694104227
Arkansas,2008,farm_knumber,0.025
Arkansas,2008,farm_msales,15.67474666
California,2008,farm_kha,186.790284992183
California,2008,farm_knumber,2.286
California,2008,farm_msales,1401.35338186
Colorado,2008,farm_kha,60.2878800183407
Colorado,2008,farm_knumber,0.163
Colorado,2008,farm_msales,85.68166628
Connecticut,2008,farm_kha,0.193035823491002
Connecticut,2008,farm_knumber,0.037
Connecticut,2008,farm_msales,6.2988295
Delaware,2008,farm_kha,0.0967202553759946
Delaware,2008,farm_knumber,0.004
Delaware,2008,farm_msales,0.218
Florida,2008,farm_kha,3.01613415613928
Florida,2008,farm_knumber,0.099
Florida,2008,farm_msales,52.9485368
Georgia,2008,farm_kha,1.50058036374137
Georgia,2008,farm_knumber,0.058
Georgia,2008,farm_msales,7.13184306
Hawaii,2008,farm_kha,3.97160077933059
Hawaii,2008,farm_knumber,0.18
Hawaii,2008,farm_msales,12.29481962
Idaho,2008,farm_kha,59.9532036535041
Idaho,2008,farm_knumber,0.219
Idaho,2008,farm_msales,86.9244754
Illinois,2008,farm_kha,12.0940787946092
Illinois,2008,farm_knumber,0.162
Illinois,2008,farm_msales,28.75674688
Indiana,2008,farm_kha,5.09056105596082
Indiana,2008,farm_knumber,0.108
Indiana,2008,farm_msales,16.9294337
Iowa,2008,farm_kha,37.8228807864067
Iowa,2008,farm_knumber,0.476
Iowa,2008,farm_msales,87.28531602
Kansas,2008,farm_kha,21.3869123686634
Kansas,2008,farm_knumber,0.087
Kansas,2008,farm_msales,17.6485261
Kentucky,2008,farm_kha,2.17600340232939
Kentucky,2008,farm_knumber,0.052
Kentucky,2008,farm_msales,2.98300126
Louisiana,2008,farm_kha,0.850652622595568
Louisiana,2008,farm_knumber,0.016
Louisiana,2008,farm_msales,2.53854916
Maine,2008,farm_kha,10.6578437053648
Maine,2008,farm_knumber,0.276
Maine,2008,farm_msales,37.42293514
Maryland,2008,farm_kha,3.54708384255478
Maryland,2008,farm_knumber,0.095
Maryland,2008,farm_msales,12.69207236
Massachusetts,2008,farm_kha,1.48924912043372
Massachusetts,2008,farm_knumber,0.08
Massachusetts,2008,farm_msales,18.40035842
Michigan,2008,farm_kha,26.8198388474196
Michigan,2008,farm_knumber,0.309
Michigan,2008,farm_msales,86.75519552
Minnesota,2008,farm_kha,48.5782541216695
Minnesota,2008,farm_knumber,0.462
Minnesota,2008,farm_msales,84.2446966
Mississippi,2008,farm_kha,1.566
Mississippi,2008,farm_knumber,0.01
Mississippi,2008,farm_msales,4.741
Missouri,2008,farm_kha,11.1119028121927
Missouri,2008,farm_knumber,0.115
Missouri,2008,farm_msales,11.3748103
Montana,2008,farm_kha,114.943727425519
Montana,2008,farm_knumber,0.133
Montana,2008,farm_msales,30.96680982
Nebraska,2008,farm_kha,59.0734135481174
Nebraska,2008,farm_knumber,0.146
Nebraska,2008,farm_msales,59.33630064
Nevada,2008,farm_kha,1.62724747643044
Nevada,2008,farm_knumber,0.02
Nevada,2008,farm_msales,3.4170797
New Hampshire,2008,farm_kha,3.32248241270676
New Hampshire,2008,farm_knumber,0.079
New Hampshire,2008,farm_msales,13.07979812
New Jersey,2008,farm_kha,1.09144154288309
New Jersey,2008,farm_knumber,0.062
New Jersey,2008,farm_msales,3.17397152
New Mexico,2008,farm_kha,47.3382923540041
New Mexico,2008,farm_knumber,0.139
New Mexico,2008,farm_msales,40.8274647
New York,2008,farm_kha,66.4824279222752
New York,2008,farm_knumber,0.684
New York,2008,farm_msales,128.26262966
North Carolina,2008,farm_kha,3.48516669162371
North Carolina,2008,farm_knumber,0.134
North Carolina,2008,farm_msales,64.41054294
North Dakota,2008,farm_kha,61.8050525597825
North Dakota,2008,farm_knumber,0.124
North Dakota,2008,farm_msales,23.999047
Ohio,2008,farm_kha,24.1598294809493
Ohio,2008,farm_knumber,0.42
Ohio,2008,farm_msales,52.17338784
Oklahoma,2008,farm_kha,11.134969986069
Oklahoma,2008,farm_knumber,0.058
Oklahoma,2008,farm_msales,6.837307
Oregon,2008,farm_kha,40.5310479369346
Oregon,2008,farm_knumber,0.433
Oregon,2008,farm_msales,189.84772336
Pennsylvania,2008,farm_kha,20.9348766981405
Pennsylvania,2008,farm_knumber,0.466
Pennsylvania,2008,farm_msales,259.5420009
Rhode Island,2008,farm_kha,0.04
Rhode Island,2008,farm_knumber,0.022
Rhode Island,2008,farm_msales,1.36242402
South Carolina,2008,farm_kha,0.227029553413946
South Carolina,2008,farm_knumber,0.016
South Carolina,2008,farm_msales,2.09136914
South Dakota,2008,farm_kha,53.3879622185051
South Dakota,2008,farm_knumber,0.094
South Dakota,2008,farm_msales,18.48014642
Tennessee,2008,farm_kha,0.492099709360709
Tennessee,2008,farm_knumber,0.019
Tennessee,2008,farm_msales,1.49522468
Texas,2008,farm_kha,124.916030910771
Texas,2008,farm_knumber,0.185
Texas,2008,farm_msales,182.18011852
Utah,2008,farm_kha,57.9326001593939
Utah,2008,farm_knumber,0.054
Utah,2008,farm_msales,15.56340458
Vermont,2008,farm_kha,30.6890537497204
Vermont,2008,farm_knumber,0.41
Vermont,2008,farm_msales,88.88519718
Virginia,2008,farm_kha,4.30708651868917
Virginia,2008,farm_knumber,0.085
Virginia,2008,farm_msales,23.41269426
Washington,2008,farm_kha,32.4984104935952
Washington,2008,farm_knumber,0.707
Washington,2008,farm_msales,344.00309012
West Virginia,2008,farm_kha,0.0562515292772521
West Virginia,2008,farm_knumber,0.005
West Virginia,2008,farm_msales,0.4986201
Wisconsin,2008,farm_kha,77.1633388015163
Wisconsin,2008,farm_knumber,0.994
Wisconsin,2008,farm_msales,161.97233864
Wyoming,2008,farm_kha,273.778216428691
Wyoming,2008,farm_knumber,0.047
Wyoming,2008,farm_msales,16.4975415
Alabama,2011,farm_kha,0.321
Alabama,2011,farm_knumber,0.003
Alabama,2011,farm_msales,0.871
Alaska,2011,farm_kha,1.138
Alaska,2011,farm_knumber,0.004
Alaska,2011,farm_msales,0.69811326
Arizona,2011,farm_kha,5.97925428108921
Arizona,2011,farm_knumber,0.029
Arizona,2011,farm_msales,90.1986345
Arkansas,2011,farm_kha,1.14647901037738
Arkansas,2011,farm_knumber,0.01
Arkansas,2011,farm_msales,14.628
California,2011,farm_kha,236.028584036523
California,2011,farm_knumber,1.884
California,2011,farm_msales,1624.95099234
Colorado,2011,farm_kha,31.4559361092916
Colorado,2011,farm_knumber,0.117
Colorado,2011,farm_msales,82.14894675
Connecticut,2011,farm_kha,0.120192116513265
Connecticut,2011,farm_knumber,0.035
Connecticut,2011,farm_msales,1.35237024
Delaware,2011,farm_kha,0.128285861733014
Delaware,2011,farm_knumber,0.004
Delaware,2011,farm_msales,0.62865036
Florida,2011,farm_kha,5.89426995628185
Florida,2011,farm_knumber,0.091
Florida,2011,farm_msales,115.37094699
Georgia,2011,farm_kha,0.661258984453453
Georgia,2011,farm_knumber,0.039
Georgia,2011,farm_msales,14.70049659
Hawaii,2011,farm_kha,1.09306029192704
Hawaii,2011,farm_knumber,0.103
Hawaii,2011,farm_msales,8.74623321
Idaho,2011,farm_kha,52.8019750645953
Idaho,2011,farm_knumber,0.142
Idaho,2011,farm_msales,62.30167047
Illinois,2011,farm_kha,11.6400196877813
Illinois,2011,farm_knumber,0.135
Illinois,2011,farm_msales,32.6075841
Indiana,2011,farm_kha,6.23339788098931
Indiana,2011,farm_knumber,0.156
Indiana,2011,farm_msales,35.5562415
Iowa,2011,farm_kha,33.0362398634475
Iowa,2011,farm_knumber,0.466
Iowa,2011,farm_msales,71.02287504
Kansas,2011,farm_kha,22.8239568324298
Kansas,2011,farm_knumber,0.064
Kansas,2011,farm_msales,18.981
Kentucky,2011,farm_kha,1.41964291154389
Kentucky,2011,farm_knumber,0.043
Kentucky,2011,farm_msales,4.11728733
Louisiana,2011,farm_kha,0.825562012414347
Louisiana,2011,farm_knumber,0.015
Louisiana,2011,farm_msales,3.25629603
Maine,2011,farm_kha,10.4498344532173
Maine,2011,farm_knumber,0.221
Maine,2011,farm_msales,28.55051667
Maryland,2011,farm_kha,3.31843554009689
Maryland,2011,farm_knumber,0.072
Maryland,2011,farm_msales,10.54672983
Massachusetts,2011,farm_kha,1.0364040753888
Massachusetts,2011,farm_knumber,0.077
Massachusetts,2011,farm_msales,12.58739001
Michigan,2011,farm_kha,25.8020503860363
Michigan,2011,farm_knumber,0.219
Michigan,2011,farm_msales,116.07078015
Minnesota,2011,farm_kha,50.4418389585166
Minnesota,2011,farm_knumber,0.434
Minnesota,2011,farm_msales,80.94197826
Mississippi,2011,farm_kha,1.969
Mississippi,2011,farm_knumber,0.013
Mississippi,2011,farm_msales,7.095
Missouri,2011,farm_kha,8.9949837499675
Missouri,2011,farm_knumber,0.096
Missouri,2011,farm_msales,46.80493272
Montana,2011,farm_kha,81.970214087525
Montana,2011,farm_knumber,0.099
Montana,2011,farm_msales,34.30149957
Nebraska,2011,farm_kha,56.0026466117448
Nebraska,2011,farm_knumber,0.127
Nebraska,2011,farm_msales,63.155
Nevada,2011,farm_kha,2.69157497282737
Nevada,2011,farm_knumber,0.028
Nevada,2011,farm_msales,2.38072887
New Hampshire,2011,farm_kha,2.01250974889047
New Hampshire,2011,farm_knumber,0.074
New Hampshire,2011,farm_msales,19.68752448
New Jersey,2011,farm_kha,0.66490116980234
New Jersey,2011,farm_knumber,0.044
New Jersey,2011,farm_msales,7.45897815
New Mexico,2011,farm_kha,59.9936723796028
New Mexico,2011,farm_knumber,0.064
New Mexico,2011,farm_msales,25.95732282
New York,2011,farm_kha,67.100790057064
New York,2011,farm_knumber,0.59
New York,2011,farm_msales,124.92530856
North Carolina,2011,farm_kha,4.88943148725007
North Carolina,2011,farm_knumber,0.092
North Carolina,2011,farm_msales,28.24564392
North Dakota,2011,farm_kha,49.560025416825
North Dakota,2011,farm_knumber,0.112
North Dakota,2011,farm_msales,24.91794045
Ohio,2011,farm_kha,22.045743229551
Ohio,2011,farm_knumber,0.329
Ohio,2011,farm_msales,65.88320661
Oklahoma,2011,farm_kha,5.8380184270046
Oklahoma,2011,farm_knumber,0.029
Oklahoma,2011,farm_msales,1.56598884
Oregon,2011,farm_kha,53.7331604521274
Oregon,2011,farm_knumber,0.352
Oregon,2011,farm_msales,273.1385241
Pennsylvania,2011,farm_kha,24.7874994227408
Pennsylvania,2011,farm_knumber,0.435
Pennsylvania,2011,farm_msales,144.08753814
Rhode Island,2011,farm_kha,0.0392546643157802
Rhode Island,2011,farm_knumber,0.017
Rhode Island,2011,farm_msales,0.35910927
South Carolina,2011,farm_kha,0.315251376309204
South Carolina,2011,farm_knumber,0.013
South Carolina,2011,farm_msales,4.935
South Dakota,2011,farm_kha,40.5047432649704
South Dakota,2011,farm_knumber,0.077
South Dakota,2011,farm_msales,13.33852065
Tennessee,2011,farm_kha,0.625241818225572
Tennessee,2011,farm_knumber,0.017
Tennessee,2011,farm_msales,2.764
Texas,2011,farm_kha,32.7869525106792
Texas,2011,farm_knumber,0.133
Texas,2011,farm_msales,193.63374225
Utah,2011,farm_kha,31.474956410558
Utah,2011,farm_knumber,0.035
Utah,2011,farm_msales,13.13341029
Vermont,2011,farm_kha,33.1438866748701
Vermont,2011,farm_knumber,0.373
Vermont,2011,farm_msales,76.94834823
Virginia,2011,farm_kha,5.09986886296353
Virginia,2011,farm_knumber,0.064
Virginia,2011,farm_msales,24.98736942
Washington,2011,farm_kha,29.091753130603
Washington,2011,farm_knumber,0.491
Washington,2011,farm_msales,347.61188007
West Virginia,2011,farm_kha,0.0914593209831581
West Virginia,2011,farm_knumber,0.005
West Virginia,2011,farm_msales,0.15821676
Wisconsin,2011,farm_kha,70.4333896512954
Wisconsin,2011,farm_knumber,0.863
Wisconsin,2011,farm_msales,154.97509248
Wyoming,2011,farm_kha,289.596227398906
Wyoming,2011,farm_knumber,0.043
Wyoming,2011,farm_msales,21.00717333
Alabama,2014,farm_kha,0.526093439283653
Alabama,2014,farm_knumber,0.015
Alabama,2014,farm_msales,1.4663
Alaska,2014,farm_kha,0.114121807598454
Alaska,2014,farm_knumber,0.007
Alaska,2014,farm_msales,1.564
Arizona,2014,farm_kha,7.20748011818604
Arizona,2014,farm_knumber,0.061
Arizona,2014,farm_msales,102.8115
Arkansas,2014,farm_kha,0.121406178296228
Arkansas,2014,farm_knumber,0.026
Arkansas,2014,farm_msales,20.656
California,2014,farm_kha,277.553948573704
California,2014,farm_knumber,2.632
California,2014,farm_msales,2453.6963
Colorado,2014,farm_kha,46.437863198307
Colorado,2014,farm_knumber,0.134
Colorado,2014,farm_msales,161.4063
Connecticut,2014,farm_kha,0.907713526394795
Connecticut,2014,farm_knumber,0.078
Connecticut,2014,farm_msales,3.9446
Delaware,2014,farm_kha,0.083770263024397
Delaware,2014,farm_knumber,0.006
Delaware,2014,farm_msales,0.2717
Florida,2014,farm_kha,7.788206337703
Florida,2014,farm_knumber,0.146
Florida,2014,farm_msales,62.8133
Georgia,2014,farm_kha,3.33138553244848
Georgia,2014,farm_knumber,0.086
Georgia,2014,farm_msales,13.5223
Hawaii,2014,farm_kha,1.36501013131059
Hawaii,2014,farm_knumber,0.121
Hawaii,2014,farm_msales,14.5464
Idaho,2014,farm_kha,50.590359183299
Idaho,2014,farm_knumber,0.151
Idaho,2014,farm_msales,72.2469
Illinois,2014,farm_kha,16.382145012032
Illinois,2014,farm_knumber,0.215
Illinois,2014,farm_msales,57.86
Indiana,2014,farm_kha,10.26651112399
Indiana,2014,farm_knumber,0.251
Indiana,2014,farm_msales,65.6315
Iowa,2014,farm_kha,39.3299361463239
Iowa,2014,farm_knumber,0.583
Iowa,2014,farm_msales,112.7819
Kansas,2014,farm_kha,17.0199321353481
Kansas,2014,farm_knumber,0.077
Kansas,2014,farm_msales,18.9189
Kentucky,2014,farm_kha,2.83159676512901
Kentucky,2014,farm_knumber,0.086
Kentucky,2014,farm_msales,8.4381
Louisiana,2014,farm_kha,1.62036779299365
Louisiana,2014,farm_knumber,0.014
Louisiana,2014,farm_msales,6.683
Maine,2014,farm_kha,22.657630368164
Maine,2014,farm_knumber,0.444
Maine,2014,farm_msales,59.2966
Maryland,2014,farm_kha,5.65671853408223
Maryland,2014,farm_knumber,0.11
Maryland,2014,farm_msales,20.8197
Massachusetts,2014,farm_kha,2.80124522055496
Massachusetts,2014,farm_knumber,0.131
Massachusetts,2014,farm_msales,27.0545
Michigan,2014,farm_kha,23.267494070472
Michigan,2014,farm_knumber,0.285
Michigan,2014,farm_msales,136.9709
Minnesota,2014,farm_kha,53.1107514447287
Minnesota,2014,farm_knumber,0.472
Minnesota,2014,farm_msales,101.2968
Mississippi,2014,farm_kha,1.13393370528677
Mississippi,2014,farm_knumber,0.008
Mississippi,2014,farm_msales,6.6
Missouri,2014,farm_kha,19.6799415018185
Missouri,2014,farm_knumber,0.182
Missouri,2014,farm_msales,47.4969
Montana,2014,farm_kha,128.641177148161
Montana,2014,farm_knumber,0.138
Montana,2014,farm_msales,47.9633
Nebraska,2014,farm_kha,44.5742783614599
Nebraska,2014,farm_knumber,0.166
Nebraska,2014,farm_msales,83.4977
Nevada,2014,farm_kha,2.85587800078826
Nevada,2014,farm_knumber,0.045
Nevada,2014,farm_msales,13.963
New Hampshire,2014,farm_kha,2.95543106699117
New Hampshire,2014,farm_knumber,0.112
New Hampshire,2014,farm_msales,22.8085
New Jersey,2014,farm_kha,0.946563503449588
New Jersey,2014,farm_knumber,0.06
New Jersey,2014,farm_msales,8.3963
New Mexico,2014,farm_kha,13.9260980250993
New Mexico,2014,farm_knumber,0.105
New Mexico,2014,farm_msales,24.0174
New York,2014,farm_kha,85.3368074116793
New York,2014,farm_knumber,0.855
New York,2014,farm_msales,180.2493
North Carolina,2014,farm_kha,8.73922140102345
North Carolina,2014,farm_knumber,0.2
North Carolina,2014,farm_msales,73.3579
North Dakota,2014,farm_kha,54.483855321259
North Dakota,2014,farm_knumber,0.094
North Dakota,2014,farm_msales,30.0069
Ohio,2014,farm_kha,29.697569960301202
Ohio,2014,farm_knumber,0.489
Ohio,2014,farm_msales,97.603
Oklahoma,2014,farm_kha,4.20591470344231
Oklahoma,2014,farm_knumber,0.035
Oklahoma,2014,farm_msales,4.319
Oregon,2014,farm_kha,82.3761154102953
Oregon,2014,farm_knumber,0.455
Oregon,2014,farm_msales,260.5515
Pennsylvania,2014,farm_kha,39.2376674508188
Pennsylvania,2014,farm_knumber,0.644
Pennsylvania,2014,farm_msales,344.7356
Rhode Island,2014,farm_kha,0.0258999847031952
Rhode Island,2014,farm_knumber,0.023
Rhode Island,2014,farm_msales,1.15
South Carolina,2014,farm_kha,0.995530662029066
South Carolina,2014,farm_knumber,0.035
South Carolina,2014,farm_msales,8.115
South Dakota,2014,farm_kha,31.6942969060132
South Dakota,2014,farm_knumber,0.078
South Dakota,2014,farm_msales,16.72
Tennessee,2014,farm_kha,1.28771486446199
Tennessee,2014,farm_knumber,0.03
Tennessee,2014,farm_msales,4.3659
Texas,2014,farm_kha,50.7368559717765
Texas,2014,farm_knumber,0.178
Texas,2014,farm_msales,218.71190000000001
Utah,2014,farm_kha,48.7393196515425
Utah,2014,farm_knumber,0.059
Utah,2014,farm_msales,20.3038
Vermont,2014,farm_kha,45.6564120973403
Vermont,2014,farm_knumber,0.506
Vermont,2014,farm_msales,103.1624
Virginia,2014,farm_kha,11.3692839101807
Virginia,2014,farm_knumber,0.139
Virginia,2014,farm_msales,45.3684
Washington,2014,farm_kha,29.7206371341775
Washington,2014,farm_knumber,0.642
Washington,2014,farm_msales,566.0765
West Virginia,2014,farm_kha,0.775380792051907
West Virginia,2014,farm_knumber,0.009
West Virginia,2014,farm_msales,1.801
Wisconsin,2014,farm_kha,91.4819834697734
Wisconsin,2014,farm_knumber,1.128
