Commodity Desc,Unit Desc,Domain Desc,Domaincat Desc,Short Desc,Long Desc,Agg Level Desc,State Name,Year,Published Estimate,State Ansi
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,RHODE ISLAND,2014,23,44
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,RHODE ISLAND,2015,19,44
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,RHODE ISLAND,2016,25,44
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,RHODE ISLAND,2019,20,44
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH CAROLINA,2011,13,45
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH CAROLINA,2014,35,45
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH CAROLINA,2015,26,45
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH CAROLINA,2016,44,45
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH CAROLINA,2019,39,45
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH DAKOTA,2011,77,46
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH DAKOTA,2014,78,46
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH DAKOTA,2015,97,46
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH DAKOTA,2016,86,46
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH DAKOTA,2019,68,46
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TENNESSEE,2011,17,47
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TENNESSEE,2014,30,47
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TENNESSEE,2015,25,47
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TENNESSEE,2016,38,47
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TENNESSEE,2019,38,47
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TEXAS,2011,133,48
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TEXAS,2014,178,48
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TEXAS,2015,133,48
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TEXAS,2016,213,48
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TEXAS,2019,233,48
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,UTAH,2011,35,49
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,UTAH,2014,59,49
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,UTAH,2015,54,49
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,UTAH,2016,51,49
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,UTAH,2019,48,49
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VERMONT,2011,373,50
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VERMONT,2014,506,50
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VERMONT,2015,568,50
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VERMONT,2016,550,50
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VERMONT,2019,655,50
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VIRGINIA,2011,64,51
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VIRGINIA,2014,139,51
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VIRGINIA,2015,136,51
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VIRGINIA,2016,165,51
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VIRGINIA,2019,163,51
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WASHINGTON,2011,491,53
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WASHINGTON,2014,642,53
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WASHINGTON,2015,598,53
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WASHINGTON,2016,677,53
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WASHINGTON,2019,743,53
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WEST VIRGINIA,2011,5,54
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WEST VIRGINIA,2014,9,54
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WEST VIRGINIA,2015,16,54
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WEST VIRGINIA,2016,14,54
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WEST VIRGINIA,2019,27,54
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WISCONSIN,2011,863,55
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WISCONSIN,2014,"1,128",55
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WISCONSIN,2015,"1,204",55
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WISCONSIN,2016,"1,276",55
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WISCONSIN,2019,"1,364",55
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WYOMING,2011,43,56
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WYOMING,2014,49,56
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WYOMING,2015,54,56
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WYOMING,2016,48,56
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WYOMING,2019,64,56
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",NATIONAL,US TOTAL,2011,"8,978",
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",NATIONAL,US TOTAL,2014,"12,595",
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",NATIONAL,US TOTAL,2015,"12,779",
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",NATIONAL,US TOTAL,2016,"14,185",
AG LAND,OPERATIONS,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - NUMBER OF OPERATIONS","AG LAND, ORGANIC - NUMBER OF OPERATIONS - WHERE ORGANIC STATUS: (NOP USDA CERTIFIED)",NATIONAL,US TOTAL,2019,"16,476",
