Sector Desc,Group Desc,Commodity Desc,Unit Desc,Domain Desc,Domaincat Desc,Short Desc,Long Desc,Agg Level Desc,State Name,Year,Published Estimate,State Ansi
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ILLINOIS,2016,"52,106,000",17
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,ILLINOIS,2019,"72,702,000",17
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,INDIANA,2011,"30,389,950",18
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,INDIANA,2014,"59,665,000",18
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,INDIANA,2015,"59,450,000",18
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,INDIANA,2016,"99,124,000",18
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,INDIANA,2019,"180,951,000",18
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,IOWA,2011,"60,703,312",19
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,IOWA,2014,"102,529,000",19
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,IOWA,2015,"120,544,000",19
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,IOWA,2016,"131,188,000",19
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,IOWA,2019,"144,596,000",19
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,KANSAS,2011,(D),20
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,KANSAS,2014,"17,199,000",20
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,KANSAS,2015,"17,800,000",20
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,KANSAS,2016,"50,020,000",20
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,KANSAS,2019,"69,048,000",20
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,KENTUCKY,2011,"3,519,049",21
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,KENTUCKY,2014,"7,671,000",21
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,KENTUCKY,2015,"9,372,000",21
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,KENTUCKY,2016,"12,181,000",21
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,KENTUCKY,2019,"38,459,000",21
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,LOUISIANA,2011,"2,783,159",22
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,LOUISIANA,2014,(D),22
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,LOUISIANA,2015,"5,152,000",22
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,LOUISIANA,2016,"11,120,000",22
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,LOUISIANA,2019,"14,333,000",22
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MAINE,2011,"24,402,151",23
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MAINE,2014,"53,906,000",23
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MAINE,2015,"47,824,000",23
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MAINE,2016,"65,648,000",23
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MAINE,2019,"63,820,000",23
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2011,"9,014,299",24
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2014,"18,927,000",24
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2015,"13,884,000",24
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2016,"17,679,000",24
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MARYLAND,2019,"50,080,000",24
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2011,"10,758,453",25
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2014,"24,595,000",25
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2015,"30,485,000",25
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2016,"26,125,000",25
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MASSACHUSETTS,2019,"32,895,000",25
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2011,"99,205,795",26
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2014,"124,519,000",26
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2015,"186,918,000",26
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2016,"201,067,000",26
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MICHIGAN,2019,"230,955,000",26
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2011,"69,181,178",27
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2014,"92,088,000",27
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2015,"91,993,000",27
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2016,"106,479,000",27
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MINNESOTA,2019,"113,606,000",27
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2011,(D),28
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2014,"6,000,000",28
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2015,"7,368,000",28
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2016,"16,381,000",28
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSISSIPPI,2019,"29,527,000",28
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2011,"40,004,216",29
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2014,"43,179,000",29
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2015,"92,528,000",29
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2016,"101,298,000",29
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MISSOURI,2019,"113,880,000",29
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MONTANA,2011,"29,317,521",30
ECONOMICS,INCOME,COMMODITY TOTALS,$,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $ - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,MONTANA,2014,"43,603,000",30
